event_time,merchant_id,txn_id,amount,currency,country,payment_method,auth_result,error_code,issuer_response,fraud_score,avs_result,three_ds,chargeback_flag
2026-01-26T17:06:19Z,M450,T030516,52.92,USD,US,card,DECLINED,ISSUER_DO_NOT_HONOR,51,16,AVS_UNAVAILABLE,NOT_ATTEMPTED,0
2026-01-26T17:06:50Z,M102,T891850,10.12,EUR,DE,card,APPROVED,,,65,AVS_MISMATCH,FRICTIONLESS,0
2026-01-26T17:07:19Z,M601,T704536,104.28,EUR,DE,card,APPROVED,,,4,AVS_UNAVAILABLE,CHALLENGE,0
2026-01-26T17:07:55Z,M450,T273991,51.49,GBP,GB,card,DECLINED,ISSUER_DO_NOT_HONOR,51,2,AVS_UNAVAILABLE,FRICTIONLESS,0
2026-01-26T17:08:19Z,M601,T540718,206.71,SGD,SG,card,APPROVED,,,41,AVS_MISMATCH,NOT_ATTEMPTED,0
2026-01-26T17:08:24Z,M102,T912493,51.27,SGD,SG,card,APPROVED,,,96,AVS_MATCH,FRICTIONLESS,1
2026-01-26T17:08:42Z,M601,T813184,103.79,EUR,DE,card,APPROVED,,,11,AVS_MISMATCH,FRICTIONLESS,0
2026-01-26T17:09:25Z,M450,T169921,10.5,GBP,GB,card,APPROVED,,,91,AVS_MATCH,FRICTIONLESS,1
2026-01-26T17:09:34Z,M601,T303238,108.05,USD,US,card,APPROVED,,,95,AVS_MATCH,FRICTIONLESS,1
2026-01-26T17:10:14Z,M102,T937538,10.3,INR,IN,card,APPROVED,,,94,AVS_UNAVAILABLE,CHALLENGE,0
2026-01-26T17:10:48Z,M601,T531708,313.21,EUR,FR,card,APPROVED,,,48,AVS_MISMATCH,NOT_ATTEMPTED,0
2026-01-26T17:10:56Z,M522,T639207,13.24,INR,IN,card,APPROVED,,,80,AVS_MISMATCH,CHALLENGE,0
2026-01-26T17:11:26Z,M450,T573397,10.2,INR,IN,card,APPROVED,,,5,AVS_MATCH,NOT_ATTEMPTED,0
2026-01-26T17:12:09Z,M601,T285483,103.09,GBP,GB,card,DECLINED,INSUFFICIENT_FUNDS,05,34,AVS_UNAVAILABLE,NOT_ATTEMPTED,0
2026-01-26T17:12:51Z,M450,T287662,216.55,INR,IN,card,APPROVED,,,66,AVS_MISMATCH,NOT_ATTEMPTED,0
2026-01-26T17:13:13Z,M102,T722265,315.07,EUR,FR,card,DECLINED,FRAUD_SUSPECTED,59,19,AVS_UNAVAILABLE,FRICTIONLESS,0
2026-01-26T17:13:38Z,M102,T849912,19.44,SGD,SG,card,APPROVED,,,94,AVS_UNAVAILABLE,FRICTIONLESS,1
2026-01-26T17:14:22Z,M522,T577124,52.1,SGD,SG,card,APPROVED,,,19,AVS_MISMATCH,NOT_ATTEMPTED,0
2026-01-26T17:14:44Z,M450,T850451,213.01,USD,US,card,APPROVED,,,20,AVS_MATCH,FRICTIONLESS,0
2026-01-26T17:15:12Z,M311,T715780,53.01,EUR,DE,card,DECLINED,INSUFFICIENT_FUNDS,62,50,AVS_MISMATCH,CHALLENGE,0
2026-01-26T17:15:26Z,M311,T211943,308.11,EUR,DE,card,APPROVED,,,69,AVS_MATCH,FRICTIONLESS,0
2026-01-26T17:15:47Z,M102,T565032,10.7,INR,IN,card,APPROVED,,,61,AVS_MISMATCH,FRICTIONLESS,0
2026-01-26T17:16:18Z,M311,T968879,50.95,EUR,DE,card,APPROVED,,,56,AVS_MATCH,FRICTIONLESS,0
2026-01-26T17:16:35Z,M311,T426978,212.27,USD,US,card,APPROVED,,,36,AVS_MISMATCH,NOT_ATTEMPTED,0
2026-01-26T17:16:40Z,M450,T757197,105.64,SGD,SG,card,APPROVED,,,74,AVS_MISMATCH,NOT_ATTEMPTED,0
2026-01-26T17:16:51Z,M450,T504343,10.48,EUR,FR,card,DECLINED,ISSUER_DO_NOT_HONOR,05,49,AVS_MATCH,FRICTIONLESS,0
2026-01-26T17:17:19Z,M601,T883084,12.81,USD,US,card,APPROVED,,,1,AVS_MATCH,CHALLENGE,0
2026-01-26T17:18:04Z,M522,T544532,10.16,GBP,GB,card,APPROVED,,,38,AVS_MISMATCH,FRICTIONLESS,0
2026-01-26T17:18:35Z,M522,T243945,327.57,SGD,SG,card,APPROVED,,,42,AVS_MATCH,CHALLENGE,0
2026-01-26T17:18:46Z,M311,T497971,10.24,SGD,SG,card,APPROVED,,,12,AVS_UNAVAILABLE,NOT_ATTEMPTED,0
2026-01-26T17:19:28Z,M601,T677460,54.87,EUR,DE,card,DECLINED,FRAUD_SUSPECTED,59,94,AVS_MISMATCH,NOT_ATTEMPTED,0
2026-01-26T17:19:46Z,M450,T580813,52.06,USD,US,card,APPROVED,,,98,AVS_MISMATCH,FRICTIONLESS,1
2026-01-26T17:20:23Z,M450,T020398,217.05,USD,US,card,APPROVED,,,74,AVS_UNAVAILABLE,NOT_ATTEMPTED,0
2026-01-26T17:21:03Z,M102,T769987,216.65,EUR,FR,card,DECLINED,ISSUER_DO_NOT_HONOR,57,32,AVS_MISMATCH,NOT_ATTEMPTED,0
2026-01-26T17:21:12Z,M102,T711401,107.24,EUR,DE,card,APPROVED,,,26,AVS_UNAVAILABLE,FRICTIONLESS,0
2026-01-26T17:21:28Z,M450,T028276,10.6,EUR,FR,card,APPROVED,,,2,AVS_UNAVAILABLE,CHALLENGE,0
2026-01-26T17:21:38Z,M102,T544240,106.83,INR,IN,card,APPROVED,,,98,AVS_UNAVAILABLE,FRICTIONLESS,1
2026-01-26T17:21:47Z,M311,T234818,199.53,GBP,GB,card,FAILED,GATEWAY_TIMEOUT,,60,AVS_MISMATCH,NOT_ATTEMPTED,0
2026-01-26T17:21:52Z,M311,T692328,19.32,SGD,SG,card,APPROVED,,,47,AVS_MISMATCH,CHALLENGE,0
2026-01-26T17:22:00Z,M522,T895702,319.82,GBP,GB,card,APPROVED,,,78,AVS_MATCH,CHALLENGE,0
2026-01-26T17:22:20Z,M450,T355250,19.23,INR,IN,card,APPROVED,,,86,AVS_UNAVAILABLE,NOT_ATTEMPTED,1
2026-01-26T17:23:02Z,M601,T906040,13.04,GBP,GB,card,DECLINED,INSUFFICIENT_FUNDS,57,39,AVS_MISMATCH,NOT_ATTEMPTED,0
2026-01-26T17:23:41Z,M311,T734340,10.45,EUR,DE,card,APPROVED,,,23,AVS_MATCH,CHALLENGE,0
2026-01-26T17:24:04Z,M601,T657324,308.57,SGD,SG,card,FAILED,GATEWAY_TIMEOUT,,5,AVS_UNAVAILABLE,FRICTIONLESS,0
2026-01-26T17:24:35Z,M522,T257314,10.45,EUR,FR,card,DECLINED,INSUFFICIENT_FUNDS,57,22,AVS_MISMATCH,NOT_ATTEMPTED,0
2026-01-26T17:24:44Z,M311,T525730,19.58,USD,US,card,APPROVED,,,93,AVS_UNAVAILABLE,FRICTIONLESS,1
2026-01-26T17:25:05Z,M601,T529604,108.56,SGD,SG,card,DECLINED,INSUFFICIENT_FUNDS,05,23,AVS_UNAVAILABLE,NOT_ATTEMPTED,0
2026-01-26T17:25:16Z,M522,T860600,54.75,SGD,SG,card,DECLINED,ISSUER_DO_NOT_HONOR,62,39,AVS_MATCH,CHALLENGE,0
2026-01-26T17:25:37Z,M601,T868778,107.73,EUR,FR,card,APPROVED,,,97,AVS_MATCH,NOT_ATTEMPTED,1
2026-01-26T17:26:02Z,M450,T408823,13.69,EUR,FR,card,APPROVED,,,3,AVS_MATCH,CHALLENGE,0
2026-01-26T17:26:44Z,M102,T184792,107.56,INR,IN,card,APPROVED,,,15,AVS_UNAVAILABLE,FRICTIONLESS,0
2026-01-26T17:26:50Z,M601,T031952,10.68,GBP,GB,card,APPROVED,,,67,AVS_UNAVAILABLE,NOT_ATTEMPTED,0
2026-01-26T17:27:25Z,M601,T969072,13.74,INR,IN,card,DECLINED,FRAUD_SUSPECTED,59,30,AVS_MISMATCH,NOT_ATTEMPTED,0
2026-01-26T17:27:38Z,M450,T407341,20.02,INR,IN,card,APPROVED,,,85,AVS_UNAVAILABLE,CHALLENGE,0
2026-01-26T17:28:17Z,M102,T753351,19.64,SGD,SG,card,APPROVED,,,5,AVS_MISMATCH,FRICTIONLESS,0
2026-01-26T17:28:38Z,M601,T313999,218.06,SGD,SG,card,DECLINED,ISSUER_DO_NOT_HONOR,57,23,AVS_MATCH,CHALLENGE,0
2026-01-26T17:28:44Z,M522,T946978,327.87,INR,IN,card,APPROVED,,,42,AVS_UNAVAILABLE,CHALLENGE,0
2026-01-26T17:29:05Z,M450,T287642,10.86,SGD,SG,card,APPROVED,,,87,AVS_MISMATCH,NOT_ATTEMPTED,1
2026-01-26T17:29:22Z,M102,T240833,105.63,INR,IN,card,APPROVED,,,16,AVS_MATCH,FRICTIONLESS,0
2026-01-26T17:29:41Z,M601,T870268,10.86,USD,US,card,APPROVED,,,87,AVS_MATCH,NOT_ATTEMPTED,1
2026-01-26T17:30:17Z,M450,T260599,216.56,INR,IN,card,APPROVED,,,37,AVS_UNAVAILABLE,FRICTIONLESS,0
2026-01-26T17:30:54Z,M450,T083793,13.06,GBP,GB,card,APPROVED,,,30,AVS_MISMATCH,FRICTIONLESS,0
2026-01-26T17:31:21Z,M601,T463782,108.33,INR,IN,card,DECLINED,INSUFFICIENT_FUNDS,51,33,AVS_MATCH,CHALLENGE,0
2026-01-26T17:31:59Z,M450,T845382,10.57,EUR,DE,card,APPROVED,,,25,AVS_UNAVAILABLE,FRICTIONLESS,0
2026-01-26T17:32:17Z,M450,T892381,53.75,USD,US,card,DECLINED,ISSUER_DO_NOT_HONOR,57,44,AVS_MATCH,NOT_ATTEMPTED,0
2026-01-26T17:32:45Z,M522,T491066,19.76,INR,IN,card,DECLINED,ISSUER_DO_NOT_HONOR,51,64,AVS_UNAVAILABLE,FRICTIONLESS,0
2026-01-26T17:33:19Z,M311,T099839,315.41,EUR,FR,card,APPROVED,,,99,AVS_MATCH,NOT_ATTEMPTED,1
2026-01-26T17:33:46Z,M601,T204658,19.1,SGD,SG,card,APPROVED,,,60,AVS_UNAVAILABLE,NOT_ATTEMPTED,0
2026-01-26T17:34:26Z,M601,T935512,19.74,EUR,DE,card,APPROVED,,,28,AVS_MATCH,CHALLENGE,0
2026-01-26T17:34:48Z,M601,T130208,102.32,USD,US,card,APPROVED,,,93,AVS_MISMATCH,NOT_ATTEMPTED,1
2026-01-26T17:35:24Z,M450,T366207,20.34,INR,IN,card,APPROVED,,,88,AVS_MATCH,FRICTIONLESS,1
2026-01-26T17:36:08Z,M102,T599286,204.02,USD,US,card,FAILED,GATEWAY_TIMEOUT,,55,AVS_UNAVAILABLE,NOT_ATTEMPTED,0
2026-01-26T17:36:15Z,M102,T539189,217.16,GBP,GB,card,APPROVED,,,85,AVS_MATCH,FRICTIONLESS,1
2026-01-26T17:36:45Z,M450,T986803,328.03,EUR,DE,card,APPROVED,,,67,AVS_MISMATCH,FRICTIONLESS,0
2026-01-26T17:37:19Z,M601,T591889,19.08,EUR,FR,card,APPROVED,,,21,AVS_MATCH,FRICTIONLESS,0
2026-01-26T17:37:58Z,M311,T179821,52.49,EUR,DE,card,APPROVED,,,71,AVS_MISMATCH,CHALLENGE,0
2026-01-26T17:38:34Z,M601,T294155,13.12,GBP,GB,card,APPROVED,,,8,AVS_UNAVAILABLE,CHALLENGE,0
2026-01-26T17:38:45Z,M601,T298199,10.28,INR,IN,card,FAILED,GATEWAY_TIMEOUT,,47,AVS_MISMATCH,NOT_ATTEMPTED,0
2026-01-26T17:39:14Z,M450,T858043,10.07,EUR,DE,card,FAILED,GATEWAY_TIMEOUT,,99,AVS_MISMATCH,CHALLENGE,0
2026-01-26T17:39:53Z,M601,T913296,103.91,USD,US,card,DECLINED,FRAUD_SUSPECTED,59,92,AVS_MISMATCH,FRICTIONLESS,0
2026-01-26T17:40:33Z,M522,T290025,10.68,INR,IN,card,APPROVED,,,38,AVS_UNAVAILABLE,FRICTIONLESS,0
2026-01-26T17:40:39Z,M311,T220497,10.33,GBP,GB,card,APPROVED,,,50,AVS_MISMATCH,FRICTIONLESS,0
2026-01-26T17:41:06Z,M450,T846675,10.79,EUR,DE,card,APPROVED,,,80,AVS_MISMATCH,FRICTIONLESS,0
2026-01-26T17:41:12Z,M522,T098590,51.2,INR,IN,card,APPROVED,,,89,AVS_MISMATCH,NOT_ATTEMPTED,1
2026-01-26T17:41:33Z,M601,T835210,10.74,EUR,DE,card,APPROVED,,,12,AVS_MATCH,FRICTIONLESS,0
2026-01-26T17:41:43Z,M102,T173654,105.88,SGD,SG,card,APPROVED,,,44,AVS_MATCH,FRICTIONLESS,0
2026-01-26T17:42:21Z,M522,T451630,313.31,INR,IN,card,APPROVED,,,98,AVS_MATCH,CHALLENGE,0
2026-01-26T17:42:38Z,M311,T126908,100.37,SGD,SG,card,APPROVED,,,56,AVS_MISMATCH,CHALLENGE,0
2026-01-26T17:42:51Z,M311,T857498,12.78,USD,US,card,APPROVED,,,28,AVS_MISMATCH,FRICTIONLESS,0
2026-01-26T17:43:04Z,M311,T121865,203.69,GBP,GB,card,APPROVED,,,51,AVS_MATCH,FRICTIONLESS,0
2026-01-26T17:43:48Z,M311,T673657,12.9,INR,IN,card,DECLINED,ISSUER_DO_NOT_HONOR,51,29,AVS_UNAVAILABLE,CHALLENGE,0
2026-01-26T17:44:07Z,M522,T624456,104.06,GBP,GB,card,APPROVED,,,67,AVS_MATCH,FRICTIONLESS,0
2026-01-26T17:44:28Z,M450,T288532,328.7,EUR,FR,card,APPROVED,,,11,AVS_MISMATCH,FRICTIONLESS,0
2026-01-26T17:44:53Z,M311,T985978,108.24,GBP,GB,card,DECLINED,FRAUD_SUSPECTED,59,40,AVS_MATCH,CHALLENGE,0
2026-01-26T17:45:31Z,M311,T937762,10.07,EUR,FR,card,DECLINED,FRAUD_SUSPECTED,59,54,AVS_UNAVAILABLE,NOT_ATTEMPTED,0
2026-01-26T17:45:39Z,M601,T312628,20.02,SGD,SG,card,APPROVED,,,24,AVS_MISMATCH,CHALLENGE,0
2026-01-26T17:46:13Z,M450,T923727,20.88,INR,IN,card,DECLINED,ISSUER_DO_NOT_HONOR,51,28,AVS_MATCH,FRICTIONLESS,0
2026-01-26T17:46:19Z,M450,T276411,50.13,EUR,FR,card,APPROVED,,,100,AVS_MATCH,NOT_ATTEMPTED,1
2026-01-26T17:46:46Z,M102,T005482,50.87,GBP,GB,card,APPROVED,,,68,AVS_UNAVAILABLE,CHALLENGE,0
2026-01-26T17:47:13Z,M102,T518374,10.64,EUR,DE,card,APPROVED,,,50,AVS_UNAVAILABLE,NOT_ATTEMPTED,0
2026-01-26T17:47:25Z,M601,T381435,10.83,GBP,GB,card,APPROVED,,,70,AVS_MISMATCH,NOT_ATTEMPTED,0
2026-01-26T17:48:04Z,M102,T771901,10.22,USD,US,card,APPROVED,,,83,AVS_UNAVAILABLE,NOT_ATTEMPTED,1
2026-01-26T17:48:49Z,M450,T162814,102.86,INR,IN,card,APPROVED,,,41,AVS_MISMATCH,CHALLENGE,0
2026-01-26T17:49:11Z,M601,T692427,12.85,GBP,GB,card,APPROVED,,,29,AVS_MISMATCH,FRICTIONLESS,0
2026-01-26T17:49:16Z,M311,T784474,101.97,INR,IN,card,APPROVED,,,15,AVS_UNAVAILABLE,CHALLENGE,0
2026-01-26T17:49:36Z,M102,T634456,103.61,INR,IN,card,FAILED,GATEWAY_TIMEOUT,,3,AVS_UNAVAILABLE,FRICTIONLESS,0
2026-01-26T17:49:54Z,M102,T966966,13.18,EUR,FR,card,APPROVED,,,88,AVS_UNAVAILABLE,NOT_ATTEMPTED,1
2026-01-26T17:49:59Z,M601,T984955,12.54,EUR,FR,card,DECLINED,ISSUER_DO_NOT_HONOR,05,96,AVS_MISMATCH,CHALLENGE,0
2026-01-26T17:50:40Z,M601,T390139,10.38,GBP,GB,card,APPROVED,,,59,AVS_UNAVAILABLE,CHALLENGE,0
2026-01-26T17:51:14Z,M311,T596228,54.13,GBP,GB,card,APPROVED,,,85,AVS_MATCH,CHALLENGE,0
2026-01-26T17:51:36Z,M102,T603490,311.84,SGD,SG,card,APPROVED,,,85,AVS_UNAVAILABLE,NOT_ATTEMPTED,1
2026-01-26T17:52:08Z,M522,T178392,20.19,EUR,DE,card,APPROVED,,,22,AVS_MISMATCH,NOT_ATTEMPTED,0
2026-01-26T17:52:25Z,M311,T276327,20.3,EUR,DE,card,APPROVED,,,48,AVS_MATCH,NOT_ATTEMPTED,0
2026-01-26T17:52:54Z,M311,T832535,13.37,GBP,GB,card,APPROVED,,,73,AVS_UNAVAILABLE,FRICTIONLESS,0
2026-01-26T17:53:15Z,M102,T612854,13.46,EUR,FR,card,APPROVED,,,12,AVS_MATCH,NOT_ATTEMPTED,0
2026-01-26T17:53:40Z,M450,T273672,105.34,SGD,SG,card,APPROVED,,,18,AVS_UNAVAILABLE,FRICTIONLESS,0
2026-01-26T17:54:03Z,M311,T093311,19.61,INR,IN,card,APPROVED,,,93,AVS_MISMATCH,NOT_ATTEMPTED,1
2026-01-26T17:54:19Z,M102,T870128,10.37,EUR,DE,card,APPROVED,,,44,AVS_MISMATCH,FRICTIONLESS,0
2026-01-26T17:54:28Z,M311,T254718,10.15,GBP,GB,card,APPROVED,,,35,AVS_MISMATCH,FRICTIONLESS,0
2026-01-26T17:55:10Z,M522,T129743,50.98,EUR,FR,card,APPROVED,,,99,AVS_UNAVAILABLE,CHALLENGE,0
2026-01-26T17:55:22Z,M102,T813378,106.66,EUR,DE,card,APPROVED,,,74,AVS_MISMATCH,CHALLENGE,0
2026-01-26T17:55:35Z,M522,T615419,100.86,USD,US,card,APPROVED,,,64,AVS_MISMATCH,FRICTIONLESS,0
2026-01-26T17:55:50Z,M450,T575857,199.49,EUR,DE,card,APPROVED,,,8,AVS_UNAVAILABLE,FRICTIONLESS,0
2026-01-26T17:55:55Z,M522,T902189,52.67,GBP,GB,card,APPROVED,,,19,AVS_UNAVAILABLE,NOT_ATTEMPTED,0
2026-01-26T17:56:12Z,M601,T844340,203.91,EUR,DE,card,FAILED,GATEWAY_TIMEOUT,,40,AVS_MISMATCH,NOT_ATTEMPTED,0
2026-01-26T17:56:19Z,M450,T394352,10.28,EUR,FR,card,APPROVED,,,40,AVS_MISMATCH,FRICTIONLESS,0
2026-01-26T17:56:40Z,M450,T155257,103.2,GBP,GB,card,FAILED,GATEWAY_TIMEOUT,,74,AVS_UNAVAILABLE,NOT_ATTEMPTED,0
2026-01-26T17:57:25Z,M311,T687539,12.67,USD,US,card,APPROVED,,,100,AVS_UNAVAILABLE,FRICTIONLESS,1
2026-01-26T17:57:47Z,M601,T306076,51.25,INR,IN,card,APPROVED,,,99,AVS_UNAVAILABLE,NOT_ATTEMPTED,1
2026-01-26T17:58:30Z,M311,T240650,319.43,INR,IN,card,APPROVED,,,71,AVS_MATCH,CHALLENGE,0
2026-01-26T17:58:51Z,M450,T833544,13.7,GBP,GB,card,APPROVED,,,27,AVS_UNAVAILABLE,NOT_ATTEMPTED,0
2026-01-26T17:59:15Z,M522,T708230,10.15,EUR,FR,card,APPROVED,,,81,AVS_MATCH,FRICTIONLESS,1
2026-01-26T17:59:29Z,M450,T559205,13.35,SGD,SG,card,APPROVED,,,28,AVS_MATCH,NOT_ATTEMPTED,0
2026-01-26T17:59:49Z,M311,T895497,19.28,EUR,DE,card,APPROVED,,,36,AVS_MATCH,CHALLENGE,0
2026-01-26T18:00:22Z,M311,T911634,20.09,EUR,FR,card,APPROVED,,,69,AVS_MISMATCH,CHALLENGE,0
2026-01-26T18:00:37Z,M522,T046836,13.75,SGD,SG,card,APPROVED,,,58,AVS_MATCH,FRICTIONLESS,0
2026-01-26T18:01:13Z,M450,T025331,20.71,EUR,DE,card,FAILED,GATEWAY_TIMEOUT,,53,AVS_MISMATCH,CHALLENGE,0
2026-01-26T18:01:23Z,M601,T659752,51.79,EUR,FR,card,APPROVED,,,3,AVS_UNAVAILABLE,CHALLENGE,0
2026-01-26T18:01:39Z,M601,T500714,51.61,INR,IN,card,DECLINED,INSUFFICIENT_FUNDS,05,10,AVS_MATCH,FRICTIONLESS,0
2026-01-26T18:01:52Z,M102,T663712,309.1,GBP,GB,card,APPROVED,,,22,AVS_MISMATCH,NOT_ATTEMPTED,0
2026-01-26T18:01:59Z,M601,T843919,102.38,GBP,GB,card,DECLINED,INSUFFICIENT_FUNDS,57,71,AVS_MISMATCH,CHALLENGE,0
2026-01-26T18:02:15Z,M311,T679931,99.39,EUR,FR,card,DECLINED,FRAUD_SUSPECTED,59,98,AVS_MISMATCH,CHALLENGE,0
2026-01-26T18:02:44Z,M522,T126768,10.23,EUR,DE,card,APPROVED,,,58,AVS_MATCH,CHALLENGE,0
2026-01-26T18:03:23Z,M522,T154848,19.05,EUR,FR,card,APPROVED,,,39,AVS_UNAVAILABLE,CHALLENGE,0
2026-01-26T18:03:54Z,M311,T410986,13.17,GBP,GB,card,APPROVED,,,80,AVS_UNAVAILABLE,FRICTIONLESS,0
2026-01-26T18:04:34Z,M102,T692453,50.03,SGD,SG,card,DECLINED,FRAUD_SUSPECTED,59,55,AVS_UNAVAILABLE,FRICTIONLESS,0
2026-01-26T18:05:16Z,M522,T525330,99.54,GBP,GB,card,APPROVED,,,75,AVS_UNAVAILABLE,FRICTIONLESS,0
2026-01-26T18:06:00Z,M522,T590789,105.44,GBP,GB,card,APPROVED,,,16,AVS_UNAVAILABLE,CHALLENGE,0
2026-01-26T18:06:20Z,M102,T271741,20.13,GBP,GB,card,APPROVED,,,15,AVS_UNAVAILABLE,NOT_ATTEMPTED,0
2026-01-26T18:06:41Z,M102,T452087,314.97,GBP,GB,card,DECLINED,FRAUD_SUSPECTED,59,6,AVS_UNAVAILABLE,NOT_ATTEMPTED,0
2026-01-26T18:06:48Z,M102,T961455,54.71,USD,US,card,APPROVED,,,62,AVS_MISMATCH,CHALLENGE,0
2026-01-26T18:07:11Z,M311,T291035,12.82,GBP,GB,card,APPROVED,,,52,AVS_MATCH,NOT_ATTEMPTED,0
2026-01-26T18:07:50Z,M311,T745800,13.5,USD,US,card,APPROVED,,,59,AVS_MISMATCH,FRICTIONLESS,0
2026-01-26T18:08:01Z,M102,T319684,215.65,GBP,GB,card,DECLINED,INSUFFICIENT_FUNDS,51,62,AVS_MATCH,NOT_ATTEMPTED,0
2026-01-26T18:08:24Z,M522,T596922,12.53,INR,IN,card,APPROVED,,,47,AVS_MATCH,CHALLENGE,0
2026-01-26T18:08:50Z,M601,T839305,53.07,GBP,GB,card,DECLINED,ISSUER_DO_NOT_HONOR,05,20,AVS_MISMATCH,FRICTIONLESS,0
2026-01-26T18:09:10Z,M601,T388156,52.19,EUR,DE,card,APPROVED,,,53,AVS_MATCH,CHALLENGE,0
2026-01-26T18:09:18Z,M601,T039317,199.62,INR,IN,card,APPROVED,,,6,AVS_UNAVAILABLE,NOT_ATTEMPTED,0
2026-01-26T18:09:39Z,M102,T053851,210.55,SGD,SG,card,APPROVED,,,57,AVS_UNAVAILABLE,NOT_ATTEMPTED,0
2026-01-26T18:09:53Z,M601,T363338,308.41,GBP,GB,card,APPROVED,,,6,AVS_MISMATCH,FRICTIONLESS,0
2026-01-26T18:10:22Z,M450,T573916,212.96,SGD,SG,card,DECLINED,FRAUD_SUSPECTED,59,31,AVS_MATCH,NOT_ATTEMPTED,0
2026-01-26T18:10:43Z,M522,T750948,52.73,INR,IN,card,APPROVED,,,65,AVS_MATCH,CHALLENGE,0
2026-01-26T18:10:54Z,M522,T797583,13.05,SGD,SG,card,APPROVED,,,56,AVS_MATCH,CHALLENGE,0
2026-01-26T18:11:16Z,M601,T969303,108.72,EUR,FR,card,DECLINED,ISSUER_DO_NOT_HONOR,05,63,AVS_MISMATCH,NOT_ATTEMPTED,0
2026-01-26T18:11:52Z,M601,T117153,13.06,GBP,GB,card,FAILED,GATEWAY_TIMEOUT,,87,AVS_MATCH,NOT_ATTEMPTED,0
2026-01-26T18:12:24Z,M522,T715240,20.21,GBP,GB,card,DECLINED,INSUFFICIENT_FUNDS,51,47,AVS_UNAVAILABLE,NOT_ATTEMPTED,0
2026-01-26T18:12:47Z,M601,T313651,103.99,INR,IN,card,DECLINED,FRAUD_SUSPECTED,59,80,AVS_UNAVAILABLE,NOT_ATTEMPTED,0
2026-01-26T18:13:05Z,M522,T583086,215.12,EUR,FR,card,DECLINED,ISSUER_DO_NOT_HONOR,57,28,AVS_UNAVAILABLE,NOT_ATTEMPTED,0
2026-01-26T18:13:16Z,M522,T875537,52.3,EUR,FR,card,FAILED,GATEWAY_TIMEOUT,,67,AVS_MATCH,NOT_ATTEMPTED,0
2026-01-26T18:13:26Z,M601,T300689,19.49,SGD,SG,card,DECLINED,ISSUER_DO_NOT_HONOR,62,18,AVS_MISMATCH,CHALLENGE,0
2026-01-26T18:13:57Z,M102,T946314,200.93,GBP,GB,card,APPROVED,,,76,AVS_MISMATCH,NOT_ATTEMPTED,0
2026-01-26T18:14:16Z,M601,T749168,101.47,SGD,SG,card,APPROVED,,,37,AVS_MATCH,NOT_ATTEMPTED,0
2026-01-26T18:14:40Z,M102,T809483,52.87,GBP,GB,card,APPROVED,,,22,AVS_MISMATCH,CHALLENGE,0
2026-01-26T18:14:59Z,M450,T128650,207.17,EUR,FR,card,APPROVED,,,4,AVS_MATCH,FRICTIONLESS,0
2026-01-26T18:15:24Z,M450,T344056,107.86,SGD,SG,card,APPROVED,,,84,AVS_MATCH,CHALLENGE,0
2026-01-26T18:16:02Z,M601,T761367,54.6,EUR,DE,card,DECLINED,ISSUER_DO_NOT_HONOR,05,14,AVS_MISMATCH,CHALLENGE,0
2026-01-26T18:16:45Z,M450,T350828,19.66,SGD,SG,card,APPROVED,,,87,AVS_MATCH,CHALLENGE,0
2026-01-26T18:17:04Z,M601,T679618,107.66,USD,US,card,APPROVED,,,94,AVS_MISMATCH,CHALLENGE,0
2026-01-26T18:17:45Z,M450,T783579,302.26,INR,IN,card,APPROVED,,,67,AVS_MATCH,FRICTIONLESS,0
2026-01-26T18:18:26Z,M522,T159513,51.02,EUR,FR,card,APPROVED,,,26,AVS_UNAVAILABLE,FRICTIONLESS,0
2026-01-26T18:18:37Z,M450,T446214,50.41,EUR,FR,card,APPROVED,,,25,AVS_MATCH,CHALLENGE,0
2026-01-26T18:18:53Z,M311,T197179,51.96,SGD,SG,card,APPROVED,,,68,AVS_MISMATCH,CHALLENGE,0
2026-01-26T18:19:02Z,M450,T443227,327.03,INR,IN,card,APPROVED,,,22,AVS_UNAVAILABLE,FRICTIONLESS,0
2026-01-26T18:19:14Z,M311,T268817,212.96,GBP,GB,card,DECLINED,INSUFFICIENT_FUNDS,57,80,AVS_MATCH,CHALLENGE,0
2026-01-26T18:19:20Z,M450,T934445,302.96,INR,IN,card,FAILED,GATEWAY_TIMEOUT,,2,AVS_UNAVAILABLE,NOT_ATTEMPTED,0
2026-01-26T18:20:04Z,M450,T048152,10.24,SGD,SG,card,DECLINED,ISSUER_DO_NOT_HONOR,62,59,AVS_MATCH,CHALLENGE,0
2026-01-26T18:20:16Z,M522,T681723,107.54,GBP,GB,card,APPROVED,,,56,AVS_MISMATCH,NOT_ATTEMPTED,0
2026-01-26T18:20:30Z,M522,T814529,204.75,GBP,GB,card,FAILED,GATEWAY_TIMEOUT,,53,AVS_MISMATCH,NOT_ATTEMPTED,0
2026-01-26T18:20:35Z,M102,T742852,305.6,EUR,DE,card,DECLINED,ISSUER_DO_NOT_HONOR,57,21,AVS_MATCH,FRICTIONLESS,0
2026-01-26T18:21:16Z,M522,T948823,102.68,USD,US,card,APPROVED,,,77,AVS_MISMATCH,FRICTIONLESS,0
2026-01-26T18:21:51Z,M450,T991786,13.08,EUR,FR,card,APPROVED,,,56,AVS_MISMATCH,FRICTIONLESS,0
